0	0
0.01	-4.10199e-07
0.02	3.6667e-07
0.03	7.3348e-07
0.04	1.0214e-06
0.05	2.79713e-06
0.06	5.80072e-06
0.07	8.41183e-06
0.08	1.09343e-05
0.09	1.19388e-05
0.1	1.38076e-05
0.11	1.65317e-05
0.12	1.87181e-05
0.13	2.11021e-05
0.14	2.33612e-05
0.15	2.6769e-05
0.16	2.97812e-05
0.17	3.16312e-05
0.18	3.28407e-05
0.19	3.28146e-05
0.2	3.23043e-05
0.21	3.03622e-05
0.22	2.99523e-05
0.23	2.85707e-05
0.24	2.75271e-05
0.25	2.62183e-05
0.26	2.49722e-05
0.27	2.48861e-05
0.28	2.58142e-05
0.29	2.69617e-05
0.3	2.66263e-05
0.31	2.77515e-05
0.32	2.73342e-05
0.33	2.70662e-05
0.34	2.59593e-05
0.35	2.48927e-05
0.36	2.49614e-05
0.37	2.61537e-05
0.38	2.77285e-05
0.39	2.87888e-05
0.4	3.13686e-05
0.41	3.2472e-05
0.42	3.45995e-05
0.43	3.74083e-05
0.44	4.17344e-05
0.45	4.58154e-05
0.46	5.02178e-05
0.47	5.43486e-05
0.48	5.76044e-05
0.49	6.00909e-05
0.5	6.17176e-05
0.51	6.18802e-05
0.52	6.0766e-05
0.53	6.06489e-05
0.54	6.00026e-05
0.55	5.75696e-05
0.56	5.39957e-05
0.57	5.12387e-05
0.58	4.75795e-05
0.59	4.20729e-05
0.6	3.67316e-05
0.61	3.21916e-05
0.62	2.61766e-05
0.63	2.03277e-05
0.64	1.60803e-05
0.65	1.27797e-05
0.66	1.05659e-05
0.67	7.29919e-06
0.68	2.78372e-06
0.69	-1.97291e-06
0.7	-6.94158e-06
0.71	-1.04746e-05
0.72	-1.29921e-05
0.73	-1.65726e-05
0.74	-1.9306e-05
0.75	-2.26612e-05
0.76	-2.75458e-05
0.77	-3.22084e-05
0.78	-3.64127e-05
0.79	-4.14313e-05
0.8	-4.53229e-05
0.81	-5.00209e-05
0.82	-5.58534e-05
0.83	-6.05069e-05
0.84	-6.49642e-05
0.85	-7.07341e-05
0.86	-7.7626e-05
0.87	-8.56102e-05
0.88	-9.40687e-05
0.89	-0.000100466
0.9	-0.000105061
0.91	-0.000110277
0.92	-0.000116212
0.93	-0.000120826
0.94	-0.000124289
0.95	-0.000127768
0.96	-0.000131641
0.97	-0.000133744
0.98	-0.000133936
0.99	-0.000132791
1	-0.000131421
1.01	-0.000128139
1.02	-0.000123779
1.03	-0.000119387
1.04	-0.000114536
1.05	-0.000109498
1.06	-0.00010571
1.07	-0.000100166
1.08	-9.27897e-05
1.09	-8.42929e-05
1.1	-7.60457e-05
1.11	-6.91033e-05
1.12	-6.16594e-05
1.13	-5.47036e-05
1.14	-4.84838e-05
1.15	-4.28788e-05
1.16	-3.86237e-05
1.17	-3.29892e-05
1.18	-2.796e-05
1.19	-2.21151e-05
1.2	-1.63697e-05
1.21	-9.51984e-06
1.22	-1.23981e-06
1.23	6.75203e-06
1.24	1.47691e-05
1.25	2.21029e-05
1.26	2.772e-05
1.27	3.18895e-05
1.28	3.73521e-05
1.29	4.42991e-05
1.3	5.0044e-05
1.31	5.60375e-05
1.32	6.20717e-05
1.33	6.79774e-05
1.34	7.29421e-05
1.35	7.77983e-05
1.36	8.35433e-05
1.37	8.97982e-05
1.38	9.4983e-05
1.39	9.93068e-05
1.4	0.000101775
1.41	0.000104242
1.42	0.000106239
1.43	0.000106465
1.44	0.000105634
1.45	0.00010402
1.46	0.000101706
1.47	9.94111e-05
1.48	9.66244e-05
1.49	9.51834e-05
1.5	9.44134e-05
1.51	9.41794e-05
1.52	9.43075e-05
1.53	9.53877e-05
1.54	9.52345e-05
1.55	9.48319e-05
1.56	9.53746e-05
1.57	9.54421e-05
1.58	9.36759e-05
1.59	9.20718e-05
1.6	8.94359e-05
1.61	8.49291e-05
1.62	8.03583e-05
1.63	7.39468e-05
1.64	6.69155e-05
1.65	5.98474e-05
1.66	5.38443e-05
1.67	4.88029e-05
1.68	4.22457e-05
1.69	3.53032e-05
1.7	2.87609e-05
1.71	2.25484e-05
1.72	1.64483e-05
1.73	1.0511e-05
1.74	4.23204e-06
1.75	-6.63828e-07
1.76	-6.65841e-06
1.77	-1.28037e-05
1.78	-1.73395e-05
1.79	-2.05804e-05
1.8	-2.36314e-05
1.81	-2.65183e-05
1.82	-3.00201e-05
1.83	-3.42063e-05
1.84	-3.82153e-05
1.85	-4.10664e-05
1.86	-4.20069e-05
1.87	-4.17475e-05
1.88	-4.17944e-05
1.89	-4.18568e-05
1.9	-4.08671e-05
1.91	-4.11248e-05
1.92	-4.15081e-05
1.93	-4.19293e-05
1.94	-4.30078e-05
1.95	-4.48212e-05
1.96	-4.49814e-05
1.97	-4.47733e-05
1.98	-4.59512e-05
1.99	-4.53934e-05
2	-4.40857e-05
2.01	-4.1742e-05
2.02	-4.04603e-05
2.03	-4.03122e-05
2.04	-4.03631e-05
2.05	-3.88831e-05
2.06	-3.60833e-05
2.07	-3.35767e-05
2.08	-3.2685e-05
2.09	-3.19215e-05
2.1	-2.93944e-05
2.11	-2.75617e-05
2.12	-2.56135e-05
2.13	-2.4635e-05
2.14	-2.47576e-05
2.15	-2.40948e-05
2.16	-2.41165e-05
2.17	-2.42167e-05
2.18	-2.52447e-05
2.19	-2.58324e-05
2.2	-2.70024e-05
2.21	-2.91856e-05
2.22	-2.95607e-05
2.23	-2.85299e-05
2.24	-2.67062e-05
2.25	-2.5156e-05
2.26	-2.38263e-05
2.27	-2.41219e-05
2.28	-2.41901e-05
2.29	-2.31466e-05
2.3	-2.18268e-05
2.31	-2.03951e-05
2.32	-1.88495e-05
2.33	-1.58988e-05
2.34	-1.28898e-05
2.35	-8.77598e-06
2.36	-3.82296e-06
2.37	1.27594e-06
2.38	7.15544e-06
2.39	1.29382e-05
2.4	1.72315e-05
2.41	2.2085e-05
2.42	2.78896e-05
2.43	3.38434e-05
2.44	4.0152e-05
2.45	4.65379e-05
2.46	5.13841e-05
2.47	5.43923e-05
2.48	5.66832e-05
2.49	5.71275e-05
2.5	5.61796e-05
2.51	5.67468e-05
2.52	5.834e-05
2.53	6.1381e-05
2.54	6.46396e-05
2.55	6.92172e-05
2.56	7.26933e-05
2.57	7.75288e-05
2.58	8.07618e-05
2.59	8.52997e-05
2.6	9.08585e-05
2.61	9.70638e-05
2.62	0.000102613
2.63	0.000108213
2.64	0.000111758
2.65	0.000115807
2.66	0.000119301
2.67	0.000122225
2.68	0.000123413
2.69	0.000124942
2.7	0.000126359
2.71	0.000128115
2.72	0.000129763
2.73	0.000130602
2.74	0.000132597
2.75	0.000133355
2.76	0.000134578
2.77	0.000134566
2.78	0.000135366
2.79	0.000134572
2.8	0.00013471
2.81	0.000133676
2.82	0.000132917
2.83	0.000131962
2.84	0.000129635
2.85	0.000128248
2.86	0.000126517
2.87	0.000123335
2.88	0.00012063
2.89	0.000116738
2.9	0.000113096
2.91	0.000109847
2.92	0.000105
2.93	9.96238e-05
2.94	9.52151e-05
2.95	9.06289e-05
2.96	8.52454e-05
2.97	7.94892e-05
2.98	7.24007e-05
2.99	6.66506e-05
3	6.2325e-05
3.01	5.66405e-05
3.02	5.07741e-05
3.03	4.42664e-05
3.04	3.6162e-05
3.05	2.64008e-05
3.06	1.59346e-05
3.07	5.2859e-06
3.08	-4.60086e-06
3.09	-1.40914e-05
3.1	-2.22351e-05
3.11	-2.88188e-05
3.12	-3.40003e-05
3.13	-3.86188e-05
3.14	-4.20278e-05
3.15	-4.55452e-05
3.16	-4.86762e-05
3.17	-5.25487e-05
3.18	-5.77948e-05
3.19	-6.40458e-05
3.2	-6.8311e-05
3.21	-7.26398e-05
3.22	-7.59453e-05
3.23	-7.93874e-05
3.24	-8.40784e-05
3.25	-8.89014e-05
3.26	-9.43652e-05
3.27	-9.8136e-05
3.28	-0.000103081
3.29	-0.000105926
3.3	-0.000107396
3.31	-0.000109994
3.32	-0.00011298
3.33	-0.000114903
3.34	-0.000117449
3.35	-0.000118491
3.36	-0.000119937
3.37	-0.000119976
3.38	-0.000120493
3.39	-0.00011883
3.4	-0.000115087
3.41	-0.000112373
3.42	-0.000110383
3.43	-0.000107806
3.44	-0.00010528
3.45	-0.00010075
3.46	-9.62187e-05
3.47	-9.16194e-05
3.48	-8.70118e-05
3.49	-8.25333e-05
3.5	-7.62466e-05
3.51	-7.13837e-05
3.52	-6.76257e-05
3.53	-6.537e-05
3.54	-6.43777e-05
3.55	-6.19408e-05
3.56	-5.85444e-05
3.57	-5.50474e-05
3.58	-5.03721e-05
3.59	-4.44385e-05
3.6	-3.89483e-05
3.61	-3.27261e-05
3.62	-2.58232e-05
3.63	-1.88831e-05
3.64	-1.31671e-05
3.65	-6.77642e-06
3.66	4.99117e-07
3.67	7.9602e-06
3.68	1.61061e-05
3.69	2.35545e-05
3.7	3.25137e-05
3.71	4.28441e-05
3.72	5.21004e-05
3.73	5.98835e-05
3.74	6.6547e-05
3.75	7.12937e-05
3.76	7.51498e-05
3.77	7.82493e-05
3.78	8.08762e-05
3.79	8.28745e-05
3.8	8.47648e-05
3.81	8.70133e-05
3.82	8.79137e-05
3.83	8.97077e-05
3.84	8.94984e-05
3.85	8.75543e-05
3.86	8.57182e-05
3.87	8.21048e-05
3.88	7.80841e-05
3.89	7.5181e-05
3.9	7.28626e-05
3.91	7.13863e-05
3.92	7.01145e-05
3.93	6.69405e-05
