0	0	0	-0.473834
0.02	-0.000189534	-0.00947669	-0.486327
0.04	-0.000573598	-0.0192032	-0.694448
0.06	-0.00123544	-0.0330922	-0.93599
0.08	-0.00227168	-0.051812	0.522603
0.1	-0.00309888	-0.0413599	0.546773
0.12	-0.00370737	-0.0304244	0.276028
0.14	-0.00420545	-0.0249039	-0.357266
0.16	-0.00484643	-0.0320492	0.591942
0.18	-0.00525064	-0.0202104	0.492231
0.2	-0.00545795	-0.0103657	0.326935
0.22	-0.00553449	-0.00382704	0.906274
0.24	-0.00524852	0.0142984	-0.475059
0.26	-0.00515258	0.00479726	-0.95751
0.28	-0.00543964	-0.0143529	-0.161215
0.3	-0.00579118	-0.0175772	0.586541
0.32	-0.00590811	-0.00584643	0.810575
0.34	-0.00570081	0.0103651	-0.510526
0.36	-0.00569772	0.000154543	-0.759293
0.38	-0.00599835	-0.0150313	0.858206
0.4	-0.00595569	0.00213281	0.596927
0.42	-0.00567426	0.0140714	0.339997
0.44	-0.00525684	0.0208713	-0.361809
0.46	-0.00498413	0.0136351	-0.840012
0.48	-0.00504744	-0.00316515	-0.898448
0.5	-0.00547012	-0.0211341	-0.144944
0.52	-0.00595078	-0.024033	-0.176071
0.54	-0.00650187	-0.0275544	-0.462981
0.56	-0.00723815	-0.036814	0.942874
0.58	-0.00759728	-0.0179565	0.0298739
0.6	-0.00794446	-0.0173591	0.183728
0.62	-0.00821815	-0.0136845	-0.424316
0.64	-0.00866157	-0.0221708	-0.507708
0.66	-0.00930807	-0.032325	0.407418
0.68	-0.0097916	-0.0241766	0.397993
0.7	-0.0101159	-0.0162168	0.380314
0.72	-0.0102881	-0.0086105	-0.301759
0.74	-0.0105811	-0.0146457	0.769874
0.76	-0.010566	0.000751803	0.880207
0.78	-0.0101989	0.0183559	-0.882202
0.8	-0.0101847	0.000711901	-0.151611
0.82	-0.0102311	-0.00232032	0.949619
0.84	-0.00989763	0.0166721	-0.652663
0.86	-0.00982525	0.00361879	0.463702
0.88	-0.0095674	0.0128928	0.646229
0.9	-0.00905105	0.0258174	-0.0821914
0.92	-0.00856758	0.0241736	0.506664
0.94	-0.00788144	0.0343069	0.224471
0.96	-0.00710551	0.0387963	-0.328804
0.98	-0.00646111	0.0322202	0.965384
1	-0.00543055	0.0515279	0.713036
1.02	-0.00411478	0.0657886	-0.929135
1.04	-0.00317066	0.0472059	-0.129515
1.06	-0.00227835	0.0446156	-0.726556
1.08	-0.00167666	0.0300845	-0.355389
1.1	-0.00121713	0.0229767	0.178884
1.12	-0.00068604	0.0265544	-0.793537
1.14	-0.000472367	0.0106836	0.00863977
1.16	-0.000255238	0.0108564	-0.863639
1.18	-0.000383565	-0.00641635	0.952528
1.2	-0.000130881	0.0126342	0.731463
1.22	0.000414388	0.0272635	0.439522
1.24	0.00113547	0.0360539	0.643631
1.26	0.002114	0.0489265	-0.512665
1.28	0.00288746	0.0386732	0.782187
1.3	0.0039738	0.054317	-0.319003
1.32	0.00493254	0.0479369	0.293932
1.34	0.00600885	0.0538156	0.328149
1.36	0.00721642	0.0603785	-0.812407
1.38	0.00809903	0.0441304	0.00148383
1.4	0.00898223	0.0441601	-0.599545
1.42	0.00962562	0.0321692	-0.416539
1.44	0.0101024	0.0238384	0.68216
1.46	0.010852	0.0374816	0.224248
1.48	0.0116913	0.0419666	-0.560776
1.5	0.0123064	0.0307511	-0.944191
1.52	0.0125437	0.0118672	-0.551959
1.54	0.0125603	0.000828067	0.289266
1.56	0.0126925	0.00661339	0.615409
1.58	0.013071	0.0189216	0.001075
1.6	0.0134498	0.0189431	0.675431
1.62	0.0140989	0.0324517	-0.149086
1.64	0.0146883	0.02947	-0.0126489
1.66	0.0152726	0.029217	-0.80813
1.68	0.0155337	0.0130544	0.620329
1.7	0.0160429	0.025461	-0.276705
1.72	0.0164415	0.0199269	0.881832
1.74	0.0171927	0.0375635	-0.69033
1.76	0.0176679	0.0237569	-0.745823
1.78	0.0178447	0.00884048	-0.885246
1.8	0.0176674	-0.00886444	0.897088
1.82	0.0178489	0.00907733	0.552743
1.84	0.0182516	0.0201322	-0.445223
1.86	0.0184761	0.0112277	0.616794
1.88	0.0189474	0.0235636	-0.674472
1.9	0.0191489	0.0100742	-0.294942
1.92	0.0192324	0.00417532	0.829818
1.94	0.0196478	0.0207717	-0.927431
1.96	0.0196923	0.00222307	-0.138902
1.98	0.0196812	-0.000554976	0.323061
2	0.0197993	0.00590625	-0.654946
2.02	0.0196555	-0.00719266	-0.431561
2.04	0.019339	-0.0158239	0.937325
2.06	0.0193974	0.00292263	-0.305563
2.08	0.0193337	-0.00318863	-0.149022
2.1	0.0192103	-0.00616907	-0.906832
2.12	0.0187242	-0.0243057	0.117021
2.14	0.0182849	-0.0219653	0.917263
2.16	0.0182125	-0.00362005	-0.363614
2.18	0.0179946	-0.0108923	-0.23613
2.2	0.0176823	-0.0156149	0.301123
2.22	0.0174905	-0.00959246	0.641888
2.24	0.0175554	0.0032453	-0.677618
2.26	0.0173492	-0.0103071	0.245668
2.28	0.0172414	-0.0053937	0.282162
2.3	0.0172463	0.000249538	-0.778563
2.32	0.0169399	-0.0153217	0.889423
2.34	0.0169892	0.00246673	-0.722058
2.36	0.0167498	-0.0119744	-0.00322109
2.38	0.016509	-0.0120388	0.75225
2.4	0.0165691	0.00300616	0.699899
2.42	0.0169092	0.0170041	-0.30965
2.44	0.0171254	0.0108111	0.150539
