0, 0, 0
0.02, 0.000286221, 0.0143111
0.04, 0.000552873, 0.0133326
0.06, 0.000974797, 0.0210962
0.08, 0.0015569, 0.0291051
0.1, 0.00237873, 0.0410916
0.12, 0.00305036, 0.0335812
0.14, 0.0040739, 0.0511775
0.16, 0.00495706, 0.0441579
0.18, 0.0054464, 0.024467
0.2, 0.00616037, 0.0356984
0.22, 0.00679816, 0.0318896
0.24, 0.0076555, 0.0428669
0.26, 0.00838651, 0.0365503
0.28, 0.00882361, 0.0218549
0.3, 0.00950429, 0.034034
0.32, 0.0100752, 0.0285468
0.34, 0.0105344, 0.0229612
0.36, 0.0107901, 0.0127807
0.38, 0.0113997, 0.0304844
0.4, 0.0122909, 0.0445588
0.42, 0.0130152, 0.0362124
0.44, 0.0140288, 0.0506836
0.46, 0.0154313, 0.0701222
0.48, 0.0168179, 0.0693329
0.5, 0.0183599, 0.0770982
0.52, 0.0198787, 0.0759389
0.54, 0.0212852, 0.0703255
0.56, 0.0227145, 0.0714649
0.58, 0.0241875, 0.0736497
0.6, 0.025906, 0.0859232
0.62, 0.0273884, 0.0741225
0.64, 0.0289211, 0.0766325
0.66, 0.0301377, 0.0608315
0.68, 0.0317272, 0.0794743
0.7, 0.0330625, 0.0667687
0.72, 0.034716, 0.0826724
0.74, 0.0365078, 0.0895928
0.76, 0.0385439, 0.101803
0.78, 0.0407188, 0.108743
0.8, 0.0426586, 0.0969901
0.82, 0.0448143, 0.107785
0.84, 0.0473184, 0.125208
0.86, 0.0496313, 0.115642
0.88, 0.0522809, 0.13248
0.9, 0.0549995, 0.135932
0.92, 0.0574158, 0.120816
0.94, 0.0600096, 0.129687
0.96, 0.0627963, 0.139336
0.98, 0.0659747, 0.15892
1, 0.0688286, 0.142697
1.02, 0.0720626, 0.161699
1.04, 0.0755657, 0.175154
1.06, 0.0791294, 0.178185
1.08, 0.0827107, 0.179068
1.1, 0.0862137, 0.17515
1.12, 0.090057, 0.192162
1.14, 0.0936112, 0.177713
1.16, 0.0974459, 0.191732
1.18, 0.101343, 0.19484
1.2, 0.104853, 0.175517
1.22, 0.108047, 0.159704
1.24, 0.111021, 0.148711
1.26, 0.113942, 0.146051
1.28, 0.116677, 0.136722
1.3, 0.119628, 0.147558
1.32, 0.122208, 0.129011
1.34, 0.124598, 0.119492
1.36, 0.12717, 0.128603
1.38, 0.129792, 0.131091
1.4, 0.132538, 0.137309
1.42, 0.13496, 0.121078
1.44, 0.137638, 0.133931
1.46, 0.14014, 0.125091
1.48, 0.142997, 0.142866
1.5, 0.145495, 0.12486
1.52, 0.147966, 0.123556
1.54, 0.150472, 0.12532
1.56, 0.152875, 0.120141
1.58, 0.154906, 0.101544
1.6, 0.157192, 0.11433
1.62, 0.159187, 0.0997193
1.64, 0.16134, 0.107646
1.66, 0.163673, 0.116657
1.68, 0.166373, 0.134989
1.7, 0.16895, 0.128869
1.72, 0.171395, 0.122253
1.74, 0.174038, 0.132131
1.76, 0.17638, 0.117123
1.78, 0.178714, 0.116699
1.8, 0.181264, 0.1275
1.82, 0.183619, 0.11775
1.84, 0.185832, 0.110639
1.86, 0.187976, 0.10722
1.88, 0.19032, 0.117168
1.9, 0.192397, 0.103872
1.92, 0.194531, 0.1067
1.94, 0.196971, 0.121977
1.96, 0.199638, 0.133357
1.98, 0.202393, 0.137781
2, 0.205469, 0.153761
2.02, 0.208525, 0.152798
2.04, 0.211963, 0.171899
2.06, 0.215527, 0.178242
2.08, 0.219179, 0.182576
2.1, 0.222581, 0.170078
2.12, 0.226072, 0.174578
2.14, 0.229746, 0.183719
2.16, 0.233649, 0.195128
2.18, 0.237375, 0.186285
2.2, 0.241359, 0.199205
2.22, 0.245613, 0.21269
2.24, 0.249925, 0.21564
2.26, 0.254505, 0.228962
2.28, 0.258751, 0.212303
2.3, 0.262937, 0.20933
2.32, 0.267342, 0.220246
2.34, 0.271348, 0.200269
2.36, 0.275487, 0.206943
2.38, 0.279852, 0.218253
2.4, 0.283982, 0.206536
2.42, 0.288045, 0.203127
2.44, 0.291941, 0.194822
2.46, 0.29612, 0.208945
2.48, 0.300039, 0.19595
2.5, 0.304339, 0.214988
2.52, 0.308771, 0.221609
2.54, 0.313562, 0.23953
2.56, 0.318248, 0.234294
2.58, 0.323236, 0.249429
2.6, 0.328273, 0.251831
2.62, 0.33328, 0.250365
2.64, 0.338262, 0.249086
2.66, 0.342931, 0.233442
2.68, 0.347763, 0.241606
2.7, 0.352754, 0.249553
2.72, 0.357955, 0.260052
2.74, 0.362797, 0.242128
2.76, 0.367295, 0.224903
2.78, 0.371758, 0.223112
2.8, 0.376522, 0.238211
2.82, 0.381121, 0.229962
2.84, 0.385616, 0.224739
2.86, 0.389842, 0.211303
2.88, 0.394348, 0.225293
2.9, 0.398489, 0.207035
2.92, 0.402372, 0.194176
2.94, 0.406217, 0.192268
2.96, 0.409706, 0.17444
2.98, 0.413416, 0.185479
3, 0.41677, 0.167704
3.02, 0.419826, 0.152788
3.04, 0.422766, 0.147011
3.06, 0.425734, 0.148387
3.08, 0.428589, 0.142775
3.1, 0.43169, 0.155022
3.12, 0.434767, 0.153879
3.14, 0.437524, 0.137825
3.16, 0.440117, 0.129674
3.18, 0.442694, 0.128849
3.2, 0.445572, 0.143891
3.22, 0.448231, 0.132967
3.24, 0.451108, 0.143839
3.26, 0.454082, 0.148684
3.28, 0.456913, 0.14154
3.3, 0.45996, 0.152366
3.32, 0.463357, 0.169843
3.34, 0.466382, 0.151256
3.36, 0.46932, 0.146888
3.38, 0.472118, 0.139933
3.4, 0.474935, 0.140813
3.42, 0.477455, 0.126034
3.44, 0.479634, 0.108946
3.46, 0.481952, 0.115896
3.48, 0.484183, 0.111567
3.5, 0.486512, 0.116408
3.52, 0.48852, 0.1004
3.54, 0.490638, 0.105899
3.56, 0.492449, 0.0905632
3.58, 0.494044, 0.0797711
3.6, 0.495502, 0.0728848
3.62, 0.496597, 0.0547327
3.64, 0.497543, 0.0473293
3.66, 0.498411, 0.0433854
3.68, 0.499549, 0.0569075
3.7, 0.500995, 0.0723131
3.72, 0.502525, 0.0764955
3.74, 0.504295, 0.0885048
3.76, 0.506043, 0.0873942
3.78, 0.508053, 0.100505
3.8, 0.510302, 0.112417
3.82, 0.512512, 0.110498
3.84, 0.514356, 0.0922187
3.86, 0.51618, 0.0911805
3.88, 0.517632, 0.0726417
3.9, 0.519172, 0.0769776
3.92, 0.521086, 0.0956943
3.94, 0.522776, 0.0845145
3.96, 0.524836, 0.102971
3.98, 0.52686, 0.101206
4, 0.528902, 0.102121
4.02, 0.530787, 0.0942702
4.04, 0.532509, 0.0860818
4.06, 0.534556, 0.102364
4.08, 0.536617, 0.103043
4.1, 0.538399, 0.0890922
4.12, 0.539801, 0.0700734
4.14, 0.541598, 0.0898871
4.16, 0.543717, 0.10596
4.18, 0.545689, 0.0985738
4.2, 0.547599, 0.0955022
4.22, 0.549128, 0.0764601
4.24, 0.550373, 0.0622624
4.26, 0.551504, 0.0565287
4.28, 0.552878, 0.0687093
4.3, 0.554641, 0.088125
4.32, 0.556659, 0.100935
4.34, 0.558844, 0.10921
4.36, 0.561006, 0.108124
4.38, 0.563376, 0.118485
4.4, 0.56538, 0.100208
4.42, 0.567719, 0.116952
4.44, 0.57002, 0.115054
4.46, 0.572604, 0.129205
4.48, 0.57544, 0.141791
4.5, 0.578578, 0.156924
4.52, 0.581868, 0.164485
4.54, 0.584968, 0.154977
4.56, 0.588092, 0.156228
4.58, 0.591182, 0.154462
4.6, 0.594046, 0.143229
4.62, 0.596693, 0.132332
4.64, 0.599682, 0.149479
4.66, 0.602297, 0.130741
4.68, 0.604723, 0.12127
4.7, 0.607116, 0.119688
4.72, 0.609676, 0.127979
4.74, 0.612076, 0.11999
4.76, 0.614198, 0.10611
4.78, 0.616676, 0.123895
4.8, 0.619139, 0.123182
4.82, 0.62188, 0.137041
4.84, 0.624912, 0.151573
4.86, 0.628261, 0.167449
4.88, 0.631548, 0.164347
4.9, 0.634738, 0.159506
4.92, 0.637686, 0.147402
4.94, 0.640925, 0.161947
4.96, 0.644558, 0.181656
4.98, 0.648272, 0.185687
5, 0.65183, 0.177913
5.02, 0.655261, 0.171546
5.04, 0.65903, 0.188461
5.06, 0.663168, 0.20691
5.08, 0.667041, 0.193658
5.1, 0.670928, 0.194333
5.12, 0.675143, 0.210748
5.14, 0.679264, 0.206056
5.16, 0.683727, 0.223161
5.18, 0.687857, 0.206485
5.2, 0.691981, 0.20621
5.22, 0.696366, 0.219251
5.24, 0.700814, 0.222401
5.26, 0.704929, 0.205723
5.28, 0.709347, 0.220907
5.3, 0.713454, 0.205334
5.32, 0.717832, 0.218948
5.34, 0.722607, 0.238746
5.36, 0.727391, 0.239202
5.38, 0.732124, 0.236613
5.4, 0.73685, 0.236311
5.42, 0.741654, 0.240193
5.44, 0.74645, 0.239798
5.46, 0.751642, 0.259606
5.48, 0.756946, 0.265181
5.5, 0.762174, 0.261435
5.52, 0.767783, 0.280421
5.54, 0.773769, 0.299303
5.56, 0.779677, 0.295437
5.58, 0.785896, 0.310905
5.6, 0.792316, 0.321034
5.62, 0.798758, 0.322087
5.64, 0.805509, 0.337567
5.66, 0.812275, 0.338283
5.68, 0.819291, 0.35082
5.7, 0.826272, 0.349034
5.72, 0.833344, 0.353611
5.74, 0.84011, 0.338306
5.76, 0.847106, 0.349783
5.78, 0.853895, 0.339422
5.8, 0.860329, 0.321722
5.82, 0.866439, 0.305511
5.84, 0.872273, 0.291707
5.86, 0.877881, 0.280375
5.88, 0.883227, 0.267329
5.9, 0.888684, 0.272842
5.92, 0.894458, 0.288711
5.94, 0.90017, 0.28557
5.96, 0.905654, 0.274231
5.98, 0.911071, 0.270813
6, 0.916096, 0.251243
6.02, 0.920797, 0.235095
6.04, 0.92569, 0.244642
6.06, 0.930693, 0.250156
6.08, 0.93546, 0.23831
6.1, 0.940564, 0.255221
6.12, 0.94555, 0.249274
6.14, 0.950765, 0.260789
6.16, 0.956301, 0.276808
6.18, 0.961812, 0.275515
6.2, 0.967089, 0.26387
6.22, 0.97224, 0.257541
6.24, 0.977112, 0.243622
6.26, 0.982285, 0.25864
6.28, 0.987424, 0.256931
6.3, 0.992549, 0.256275
6.32, 0.997645, 0.254775
6.34, 1.00264, 0.249923
6.36, 1.00786, 0.260588
6.38, 1.01337, 0.275761
6.4, 1.01877, 0.269751
