0, 0, 0
0.02, -0.000306604, -0.0153302
0.04, -0.000631954, -0.0162675
0.06, -0.00131383, -0.034094
0.08, -0.00222627, -0.0456217
0.1, -0.00333071, -0.055222
0.12, -0.00425075, -0.0460023
0.14, -0.00502168, -0.0385465
0.16, -0.00541736, -0.0197839
0.18, -0.00590112, -0.0241878
0.2, -0.00651187, -0.0305374
0.22, -0.00694301, -0.021557
0.24, -0.00713704, -0.00970151
0.26, -0.00718499, -0.00239773
0.28, -0.00726372, -0.00393652
0.3, -0.00728372, -0.0010001
0.32, -0.00760749, -0.0161882
0.34, -0.00779107, -0.00917923
0.36, -0.00817447, -0.01917
0.38, -0.00880781, -0.0316667
0.4, -0.00952161, -0.0356903
0.42, -0.0104016, -0.0440006
0.44, -0.011617, -0.0607666
0.46, -0.0128199, -0.060148
0.48, -0.014236, -0.0708047
0.5, -0.0155573, -0.0660626
0.52, -0.0167791, -0.0610931
0.54, -0.0178009, -0.05109
0.56, -0.018449, -0.0324023
0.58, -0.019146, -0.0348497
0.6, -0.0198905, -0.037225
0.62, -0.0202915, -0.0200499
0.64, -0.0204094, -0.00589564
0.66, -0.0205354, -0.00630365
0.68, -0.0208566, -0.0160587
0.7, -0.0209893, -0.00663506
0.72, -0.0213985, -0.0204603
0.74, -0.0214134, -0.000743852
0.76, -0.0217785, -0.0182551
0.78, -0.0220434, -0.0132448
0.8, -0.0220245, 0.0009431
0.82, -0.0223476, -0.0161524
0.84, -0.0228975, -0.027494
0.86, -0.0236921, -0.0397322
0.88, -0.0246417, -0.0474804
0.9, -0.0252269, -0.0292592
0.92, -0.0254324, -0.0102746
0.94, -0.0259196, -0.0243617
0.96, -0.0260974, -0.00889094
0.98, -0.0262026, -0.00525695
1, -0.0263561, -0.00767421
1.02, -0.0268885, -0.0266194
1.04, -0.0272263, -0.0168913
1.06, -0.0271707, 0.00277948
1.08, -0.0272053, -0.00173193
1.1, -0.0270241, 0.00906114
1.12, -0.0268074, 0.0108343
1.14, -0.0265123, 0.0147565
1.16, -0.0261825, 0.0164882
1.18, -0.0262082, -0.00128552
1.2, -0.0264676, -0.0129665
1.22, -0.0269395, -0.0235978
1.24, -0.02708, -0.0070234
1.26, -0.0273252, -0.0122582
1.28, -0.0279526, -0.0313711
1.3, -0.0285262, -0.0286794
1.32, -0.0290324, -0.0253119
1.34, -0.0292818, -0.0124697
1.36, -0.029895, -0.0306587
1.38, -0.0305415, -0.0323265
1.4, -0.0314611, -0.0459776
1.42, -0.0323508, -0.044487
1.44, -0.03315, -0.0399608
1.46, -0.0340817, -0.0465843
1.48, -0.0348322, -0.0375251
1.5, -0.0358141, -0.0490967
1.52, -0.0367576, -0.0471707
1.54, -0.0376871, -0.0464755
1.56, -0.0387318, -0.0522392
1.58, -0.0396458, -0.0456972
1.6, -0.0407423, -0.0548231
1.62, -0.0415799, -0.041884
1.64, -0.0421943, -0.0307171
1.66, -0.0425538, -0.0179742
1.68, -0.043116, -0.0281108
1.7, -0.0440149, -0.0449474
1.72, -0.0448126, -0.0398815
1.74, -0.0454968, -0.0342101
1.76, -0.0460413, -0.027226
1.78, -0.0464245, -0.0191632
1.8, -0.0469157, -0.024557
1.82, -0.0476526, -0.0368474
1.84, -0.0481229, -0.0235131
1.86, -0.0489102, -0.0393666
1.88, -0.0500493, -0.0569564
1.9, -0.0510648, -0.0507724
1.92, -0.0518938, -0.0414503
1.94, -0.0529184, -0.051229
1.96, -0.0541141, -0.0597868
1.98, -0.0551495, -0.0517694
2, -0.0565319, -0.0691213
2.02, -0.0577206, -0.0594335
2.04, -0.0585878, -0.0433582
2.06, -0.0591617, -0.0286947
2.08, -0.0600425, -0.0440429
2.1, -0.0606414, -0.0299434
2.12, -0.0614439, -0.040126
2.14, -0.0621125, -0.0334272
2.16, -0.0630393, -0.046341
2.18, -0.0639527, -0.0456689
2.2, -0.0648719, -0.0459647
2.22, -0.0656276, -0.0377811
2.24, -0.0663269, -0.0349655
2.26, -0.0671285, -0.0400787
2.28, -0.0677442, -0.0307872
2.3, -0.0682625, -0.0259165
2.32, -0.0690454, -0.0391428
2.34, -0.0700973, -0.0525984
2.36, -0.071496, -0.0699347
2.38, -0.0729421, -0.0723049
2.4, -0.0741794, -0.0618646
2.42, -0.0750364, -0.042849
2.44, -0.0757248, -0.0344205
2.46, -0.0762823, -0.0278759
2.48, -0.0767177, -0.0217696
2.5, -0.0768263, -0.00542778
2.52, -0.0770046, -0.00891769
2.54, -0.0771943, -0.00948281
2.56, -0.0774312, -0.0118447
2.58, -0.0777353, -0.0152074
2.6, -0.0778415, -0.00530814
2.62, -0.0775985, 0.0121492
2.64, -0.0774107, 0.00938863
2.66, -0.0774996, -0.00444052
2.68, -0.0777324, -0.0116417
2.7, -0.0780748, -0.0171194
2.72, -0.0783886, -0.0156923
